object_name,object_id,norad_id,object_type,ops_status,owner,launch_date,launch_site,decay_date,period_minutes,inclination_degrees,apogee_km,perigee_km,rcs,data_status,orbit_center,orbit_type,orbit_class,users,purpose,source,category
ONEWEB-0671,2023-029AL,55830,PAY,+,UK,2023-03-09,AFETR,,109.11,87.92,1187.0,1184.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
ONEWEB-0672,2023-029AM,55831,PAY,+,UK,2023-03-09,AFETR,,109.03,87.92,1183.0,1180.0,,,EA,ORB,LEO,,,left_only,Inactive Satellite
ONEWEB-0673,2023-029AN,55832,PAY,+,UK,2023-03-09,AFETR,,109.11,87.92,1187.0,1184.0,,,EA,ORB,LEO,,,left_only,Inactive Satellite
ONEWEB-0674,2023-029AP,55833,PAY,+,UK,2023-03-09,AFETR,,109.55,87.9,1207.0,1204.0,,,EA,ORB,LEO,,,left_only,Inactive Satellite
ONEWEB-0675,2023-029AQ,55834,PAY,+,UK,2023-03-09,AFETR,,109.11,87.92,1187.0,1185.0,,,EA,ORB,LEO,,,left_only,Inactive Satellite
ONEWEB-0720,2023-029AR,55835,PAY,+,UK,2023-03-09,AFETR,,109.11,87.92,1187.0,1185.0,,,EA,ORB,LEO,,,left_only,Inactive Satellite
TIANHUI 6A,2023-030A,55836,PAY,+,PRC,2023-03-09,TAISC,,102.76,99.02,890.0,888.0,,,EA,ORB,LEO,Government,Earth Observation,both,Active Satellite
CZ-4C DEB,2023-030B,55837,DEB,,PRC,2023-03-09,TAISC,,102.49,98.98,878.0,875.0,,,EA,ORB,LEO,,,left_only,Debris
CZ-4C R/B,2023-030C,55838,R/B,,PRC,2023-03-09,TAISC,,101.28,98.92,881.0,757.0,,,EA,ORB,LEO,,,left_only,Rocket Body
TIANHUI 6B,2023-030D,55839,PAY,+,PRC,2023-03-09,TAISC,,102.76,99.02,890.0,889.0,,,EA,ORB,LEO,Government,Earth Observation,both,Active Satellite
LUCH-5X (OLYMP-K 2),2023-031A,55841,PAY,+,CIS,2023-03-12,TYMSC,,1436.09,0.04,35794.0,35779.0,,,EA,ORB,GEO,Government,Communications,both,Active Satellite
BREEZE-M R/B,2023-031B,55842,R/B,,CIS,2023-03-12,TYMSC,,1455.12,2.42,36441.0,35875.0,,,EA,ORB,GEO,,,left_only,Rocket Body
BREEZE-M DEB [TANK],2023-031C,55843,DEB,,CIS,2023-03-12,TYMSC,,316.61,48.64,17822.0,198.0,,,EA,ORB,MEO,,,left_only,Debris
HORUS 2,2023-032A,55844,PAY,+,EGYP,2023-03-13,JSC,,94.52,97.37,497.0,494.0,,,EA,ORB,LEO,Government,Earth Observation,both,Active Satellite
CZ-2C R/B,2023-032C,55846,R/B,,PRC,2023-03-13,JSC,,93.62,97.58,476.0,428.0,,,EA,ORB,LEO,,,left_only,Rocket Body
ATLAS 5 CENTAUR DEB,2018-079HC,55850,DEB,,US,2018-10-17,AFETR,,803.49,13.37,36697.0,7805.0,,,EA,ORB,MEO,,,left_only,Debris
ATLAS 5 CENTAUR DEB,2018-079HD,55851,DEB,,US,2018-10-17,AFETR,,814.49,11.34,35586.0,9438.0,,,EA,ORB,MEO,,,left_only,Debris
ATLAS 5 CENTAUR DEB,2018-079HE,55852,DEB,,US,2018-10-17,AFETR,,698.92,12.33,31519.0,7902.0,,,EA,ORB,MEO,,,left_only,Debris
ATLAS 5 CENTAUR DEB,2018-079HF,55853,DEB,,US,2018-10-17,AFETR,,799.42,12.47,36109.0,8200.0,,,EA,ORB,MEO,,,left_only,Debris
ATLAS 5 CENTAUR DEB,2018-079HG,55854,DEB,,US,2018-10-17,AFETR,,876.38,8.69,35832.0,12083.0,,,EA,ORB,MEO,,,left_only,Debris
ATLAS 5 CENTAUR DEB,2018-079HH,55855,DEB,,US,2018-10-17,AFETR,,754.37,13.17,33762.0,8382.0,,,EA,ORB,MEO,,,left_only,Debris
ATLAS 5 CENTAUR DEB,2018-079HJ,55856,DEB,,US,2018-10-17,AFETR,,756.16,13.71,33558.0,8674.0,,,EA,ORB,MEO,,,left_only,Debris
ATLAS 5 CENTAUR DEB,2018-079HK,55857,DEB,,US,2018-10-17,AFETR,,719.87,13.7,32119.0,8339.0,,,EA,ORB,MEO,,,left_only,Debris
ATLAS 5 CENTAUR DEB,2018-079HL,55858,DEB,,US,2018-10-17,AFETR,,799.81,13.25,35707.0,8620.0,,,EA,ORB,MEO,,,left_only,Debris
ATLAS 5 CENTAUR DEB,2018-079HM,55859,DEB,,US,2018-10-17,AFETR,,787.52,12.92,34959.0,8782.0,,,EA,ORB,MEO,,,left_only,Debris
SHIYAN-19 (SY-19),2023-034A,55861,PAY,+,PRC,2023-03-15,JSC,,92.89,97.41,420.0,412.0,,,EA,ORB,LEO,Government,Technology Development,both,Active Satellite
CZ-6A DEB,2022-151ZJ,55862,DEB,,PRC,2022-11-11,TAISC,,100.8,98.76,798.0,795.0,,,EA,ORB,LEO,,,left_only,Debris
CZ-6A DEB,2022-151ZK,55863,DEB,,PRC,2022-11-11,TAISC,,101.82,98.82,884.0,805.0,,,EA,ORB,LEO,,,left_only,Debris
CZ-6A DEB,2022-151ZL,55864,DEB,,PRC,2022-11-11,TAISC,,101.6,98.83,854.0,815.0,,,EA,ORB,LEO,,,left_only,Debris
CZ-6A DEB,2022-151ZP,55867,DEB,,PRC,2022-11-11,TAISC,,95.91,98.63,587.0,538.0,,,EA,ORB,LEO,,,left_only,Debris
CZ-6A DEB,2022-151ZQ,55868,DEB,,PRC,2022-11-11,TAISC,,98.68,98.6,745.0,646.0,,,EA,ORB,LEO,,,left_only,Debris
CZ-6A DEB,2022-151ZR,55869,DEB,,PRC,2022-11-11,TAISC,,98.05,98.65,717.0,613.0,,,EA,ORB,LEO,,,left_only,Debris
CZ-6A DEB,2022-151ZT,55871,DEB,,PRC,2022-11-11,TAISC,,101.27,98.8,836.0,802.0,,,EA,ORB,LEO,,,left_only,Debris
CZ-6A DEB,2022-151ZU,55872,DEB,,PRC,2022-11-11,TAISC,,102.04,98.83,885.0,826.0,,,EA,ORB,LEO,,,left_only,Debris
CZ-6A DEB,2022-151ZW,55874,DEB,,PRC,2022-11-11,TAISC,,101.88,98.83,895.0,800.0,,,EA,ORB,LEO,,,left_only,Debris
CZ-6A DEB,2022-151ZX,55875,DEB,,PRC,2022-11-11,TAISC,,101.48,98.82,860.0,798.0,,,EA,ORB,LEO,,,left_only,Debris
CZ-6A DEB,2022-151AAA,55878,DEB,,PRC,2022-11-11,TAISC,,95.83,98.63,606.0,512.0,,,EA,ORB,LEO,,,left_only,Debris
CZ-6A DEB,2022-151AAB,55879,DEB,,PRC,2022-11-11,TAISC,,101.11,98.79,843.0,780.0,,,EA,ORB,LEO,,,left_only,Debris
CZ-6A DEB,2022-151AAD,55881,DEB,,PRC,2022-11-11,TAISC,,92.63,98.65,421.0,386.0,,,EA,ORB,LEO,,,left_only,Debris
CZ-6A DEB,2022-151AAE,55882,DEB,,PRC,2022-11-11,TAISC,,101.75,98.82,876.0,807.0,,,EA,ORB,LEO,,,left_only,Debris
CZ-6A DEB,2022-151AAF,55883,DEB,,PRC,2022-11-11,TAISC,,98.25,98.68,760.0,590.0,,,EA,ORB,LEO,,,left_only,Debris
CZ-6A DEB,2022-151AAG,55884,DEB,,PRC,2022-11-11,TAISC,,101.78,98.84,880.0,806.0,,,EA,ORB,LEO,,,left_only,Debris
CZ-6A DEB,2022-151AAJ,55886,DEB,,PRC,2022-11-11,TAISC,,99.85,98.76,779.0,723.0,,,EA,ORB,LEO,,,left_only,Debris
CZ-6A DEB,2022-151AAK,55887,DEB,,PRC,2022-11-11,TAISC,,100.71,98.8,829.0,756.0,,,EA,ORB,LEO,,,left_only,Debris
CZ-6A DEB,2022-151AAL,55888,DEB,,PRC,2022-11-11,TAISC,,98.79,98.46,795.0,606.0,,,EA,ORB,LEO,,,left_only,Debris
CZ-6A DEB,2022-151AAP,55891,DEB,,PRC,2022-11-11,TAISC,,102.21,98.84,908.0,819.0,,,EA,ORB,LEO,,,left_only,Debris
CZ-6A DEB,2022-151AAQ,55892,DEB,,PRC,2022-11-11,TAISC,,102.95,98.86,991.0,805.0,,,EA,ORB,LEO,,,left_only,Debris
CZ-6A DEB,2022-151AAS,55894,DEB,,PRC,2022-11-11,TAISC,,96.14,98.64,604.0,543.0,,,EA,ORB,LEO,,,left_only,Debris
CZ-6A DEB,2022-151AAT,55895,DEB,,PRC,2022-11-11,TAISC,,97.96,98.6,732.0,590.0,,,EA,ORB,LEO,,,left_only,Debris
CZ-6A DEB,2022-151AAU,55896,DEB,,PRC,2022-11-11,TAISC,,101.18,98.81,840.0,788.0,,,EA,ORB,LEO,,,left_only,Debris
CZ-6A DEB,2022-151AAW,55898,DEB,,PRC,2022-11-11,TAISC,,101.86,98.82,889.0,805.0,,,EA,ORB,LEO,,,left_only,Debris
CZ-6A DEB,2022-151AAX,55899,DEB,,PRC,2022-11-11,TAISC,,97.48,98.63,681.0,596.0,,,EA,ORB,LEO,,,left_only,Debris
CZ-6A DEB,2022-151AAY,55900,DEB,,PRC,2022-11-11,TAISC,,101.34,98.77,849.0,795.0,,,EA,ORB,LEO,,,left_only,Debris
CZ-6A DEB,2022-151AAZ,55901,DEB,,PRC,2022-11-11,TAISC,,102.62,98.86,942.0,823.0,,,EA,ORB,LEO,,,left_only,Debris
CZ-6A DEB,2022-151ABA,55902,DEB,,PRC,2022-11-11,TAISC,,97.59,98.59,676.0,611.0,,,EA,ORB,LEO,,,left_only,Debris
SLS DEB,2022-156D,55904,DEB,,US,2022-11-16,AFETR,,123.31,30.38,3278.0,379.0,,,EA,ORB,LEO,,,left_only,Debris
SLS DEB,2022-156E,55905,DEB,,US,2022-11-16,AFETR,,109.13,30.46,2009.0,364.0,,,EA,ORB,LEO,,,left_only,Debris
SLS DEB,2022-156G,55907,DEB,,US,2022-11-16,AFETR,,117.33,30.54,2735.0,386.0,,,EA,ORB,LEO,,,left_only,Debris
ELECTRON KICK STAGE R/B,2023-035A,55908,R/B,+,US,2023-03-16,WLPIS,,95.47,44.17,543.0,540.0,,,EA,ORB,LEO,,,left_only,Rocket Body
GAOFEN-13 02,2023-036A,55912,PAY,+,PRC,2023-03-17,XICLF,,1436.12,1.06,35807.0,35767.0,,,EA,ORB,GEO,Government,Earth Observation,both,Active Satellite
CZ-3B R/B,2023-036B,55913,R/B,,PRC,2023-03-17,XICLF,,234.99,28.17,12297.0,175.0,,,EA,ORB,MEO,,,left_only,Rocket Body
STARLINK-5856,2023-037A,55914,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5859,2023-037B,55915,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5796,2023-037C,55916,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5867,2023-037E,55918,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5871,2023-037F,55919,PAY,+,US,2023-03-17,AFWTR,,96.2,70.01,582.0,571.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5862,2023-037G,55920,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5861,2023-037H,55921,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5863,2023-037J,55922,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5854,2023-037K,55923,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5849,2023-037L,55924,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5922,2023-037M,55925,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5921,2023-037N,55926,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5919,2023-037P,55927,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5930,2023-037Q,55928,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5896,2023-037S,55930,PAY,+,US,2023-03-17,AFWTR,,96.23,70.0,588.0,567.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5897,2023-037T,55931,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5848,2023-037U,55932,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5852,2023-037V,55933,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5927,2023-037W,55934,PAY,+,US,2023-03-17,AFWTR,,96.01,70.0,574.0,561.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5920,2023-037X,55935,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5882,2023-037Y,55936,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5913,2023-037Z,55937,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5909,2023-037AA,55938,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5918,2023-037AB,55939,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5864,2023-037AC,55940,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5914,2023-037AD,55941,PAY,+,US,2023-03-17,AFWTR,,96.1,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5917,2023-037AE,55942,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5932,2023-037AF,55943,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5926,2023-037AG,55944,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5925,2023-037AH,55945,PAY,+,US,2023-03-17,AFWTR,,96.22,70.0,583.0,572.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5857,2023-037AJ,55946,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5851,2023-037AK,55947,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5900,2023-037AL,55948,PAY,+,US,2023-03-17,AFWTR,,96.25,70.0,583.0,575.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5899,2023-037AM,55949,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5911,2023-037AN,55950,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5908,2023-037AP,55951,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5893,2023-037AQ,55952,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5892,2023-037AS,55954,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5878,2023-037AT,55955,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5883,2023-037AU,55956,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5884,2023-037AV,55957,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5928,2023-037AW,55958,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5929,2023-037AX,55959,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5938,2023-037AY,55960,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5933,2023-037AZ,55961,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5906,2023-037BA,55962,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5924,2023-037BB,55963,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5895,2023-037BC,55964,PAY,P,US,2023-03-17,AFWTR,,95.7,70.0,557.0,548.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5894,2023-037BD,55965,PAY,+,US,2023-03-17,AFWTR,,96.11,70.0,574.0,570.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
SES-18,2023-038A,55970,PAY,+,SES,2023-03-17,AFETR,,1436.1,0.04,35798.0,35775.0,,,EA,ORB,GEO,Commercial,Communications,both,Active Satellite
SES-19,2023-038B,55971,PAY,+,SES,2023-03-17,AFETR,,1436.11,0.03,35794.0,35780.0,,,EA,ORB,GEO,Commercial,Communications,both,Active Satellite
FALCON 9 R/B,2023-038C,55972,R/B,,US,2023-03-17,AFETR,,340.83,26.88,19212.0,357.0,,,EA,ORB,MEO,,,left_only,Rocket Body
TIANMU-1 03,2023-039A,55973,PAY,+,PRC,2023-03-22,JSC,,93.39,97.51,442.0,438.0,,,EA,ORB,LEO,Commercial,Meteorological,both,Active Satellite
TIANMU-1 04,2023-039B,55974,PAY,+,PRC,2023-03-22,JSC,,93.36,97.5,442.0,437.0,,,EA,ORB,LEO,Commercial,Meteorological,both,Active Satellite
TIANMU-1 05,2023-039C,55975,PAY,+,PRC,2023-03-22,JSC,,93.39,97.51,442.0,438.0,,,EA,ORB,LEO,Commercial,Meteorological,both,Active Satellite
TIANMU-1 06,2023-039D,55976,PAY,+,PRC,2023-03-22,JSC,,93.36,97.51,441.0,437.0,,,EA,ORB,LEO,Commercial,Meteorological,both,Active Satellite
COSMOS 2567,2023-040A,55978,PAY,+,CIS,2023-03-23,PLMSC,,94.38,97.59,497.0,480.0,,,EA,ORB,LEO,Military,Earth Observation,both,Active Satellite
GLOBAL-19,2023-041B,55982,PAY,+,US,2023-03-24,RLLB,,93.59,42.0,452.0,448.0,,,EA,ORB,LEO,Commercial,Earth Observation,both,Active Satellite
GLOBAL-5,2023-041C,55983,PAY,,US,2023-03-24,RLLB,,93.59,42.0,452.0,449.0,,,EA,ORB,LEO,,,left_only,Inactive Satellite
STARLINK-5905,2023-042A,55986,PAY,+,US,2023-03-24,AFETR,,95.84,43.0,560.0,558.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5915,2023-042B,55987,PAY,+,US,2023-03-24,AFETR,,95.84,43.0,560.0,558.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5916,2023-042C,55988,PAY,+,US,2023-03-24,AFETR,,95.84,43.0,560.0,558.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5947,2023-042D,55989,PAY,+,US,2023-03-24,AFETR,,95.84,43.0,560.0,558.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5946,2023-042E,55990,PAY,+,US,2023-03-24,AFETR,,95.84,43.0,560.0,558.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5948,2023-042F,55991,PAY,+,US,2023-03-24,AFETR,,95.84,43.01,560.0,558.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5969,2023-042H,55993,PAY,+,US,2023-03-24,AFETR,,95.84,43.01,560.0,558.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5956,2023-042J,55994,PAY,+,US,2023-03-24,AFETR,,95.84,43.0,560.0,558.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5903,2023-042L,55996,PAY,+,US,2023-03-24,AFETR,,95.84,43.01,560.0,558.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5902,2023-042N,55998,PAY,+,US,2023-03-24,AFETR,,95.84,43.01,560.0,558.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5901,2023-042P,55999,PAY,+,US,2023-03-24,AFETR,,95.84,43.0,560.0,558.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5910,2023-042Q,56000,PAY,+,US,2023-03-24,AFETR,,95.84,43.0,560.0,558.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5944,2023-042R,56001,PAY,+,US,2023-03-24,AFETR,,95.84,43.0,560.0,558.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5799,2023-042S,56002,PAY,+,US,2023-03-24,AFETR,,95.84,43.01,560.0,558.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5789,2023-042T,56003,PAY,+,US,2023-03-24,AFETR,,95.84,43.01,560.0,558.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5787,2023-042U,56004,PAY,+,US,2023-03-24,AFETR,,95.84,43.01,560.0,558.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5801,2023-042V,56005,PAY,+,US,2023-03-24,AFETR,,95.84,43.01,560.0,558.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5794,2023-042W,56006,PAY,+,US,2023-03-24,AFETR,,95.84,43.0,560.0,559.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5806,2023-042X,56007,PAY,+,US,2023-03-24,AFETR,,95.84,43.01,560.0,558.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5803,2023-042Y,56008,PAY,+,US,2023-03-24,AFETR,,95.84,43.0,560.0,558.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5964,2023-042Z,56009,PAY,+,US,2023-03-24,AFETR,,95.84,43.01,560.0,558.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5968,2023-042AA,56010,PAY,+,US,2023-03-24,AFETR,,95.84,43.01,560.0,558.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5936,2023-042AB,56011,PAY,+,US,2023-03-24,AFETR,,95.84,43.01,560.0,558.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5940,2023-042AC,56012,PAY,+,US,2023-03-24,AFETR,,95.84,43.01,560.0,558.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5941,2023-042AD,56013,PAY,+,US,2023-03-24,AFETR,,95.84,43.0,560.0,558.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5942,2023-042AE,56014,PAY,+,US,2023-03-24,AFETR,,95.84,43.0,560.0,558.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5939,2023-042AF,56015,PAY,+,US,2023-03-24,AFETR,,95.84,43.01,560.0,558.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5943,2023-042AG,56016,PAY,+,US,2023-03-24,AFETR,,95.84,43.01,560.0,558.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5934,2023-042AH,56017,PAY,+,US,2023-03-24,AFETR,,95.84,43.01,560.0,558.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5945,2023-042AJ,56018,PAY,+,US,2023-03-24,AFETR,,95.84,43.01,560.0,558.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5949,2023-042AK,56019,PAY,+,US,2023-03-24,AFETR,,95.84,43.01,560.0,558.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5912,2023-042AL,56020,PAY,+,US,2023-03-24,AFETR,,95.84,43.01,560.0,558.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5907,2023-042AM,56021,PAY,+,US,2023-03-24,AFETR,,95.84,43.01,560.0,558.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5783,2023-042AN,56022,PAY,+,US,2023-03-24,AFETR,,95.84,43.01,560.0,558.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5771,2023-042AP,56023,PAY,+,US,2023-03-24,AFETR,,95.84,43.0,560.0,558.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5772,2023-042AQ,56024,PAY,+,US,2023-03-24,AFETR,,95.84,43.01,560.0,559.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5766,2023-042AR,56025,PAY,+,US,2023-03-24,AFETR,,95.84,43.0,560.0,558.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5770,2023-042AS,56026,PAY,+,US,2023-03-24,AFETR,,95.84,43.0,560.0,559.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5777,2023-042AT,56027,PAY,+,US,2023-03-24,AFETR,,95.84,43.01,560.0,558.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-5779,2023-042AU,56028,PAY,+,US,2023-03-24,AFETR,,95.84,43.01,560.0,558.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
